positon,velocity,time
0.998537584808787,0.00128163269402802,13.17
0.998576108602546,0.00128640385507508,13.2
0.998614756221913,0.001289893523255,13.23
0.998653489743565,0.00129213647857807,13.26
0.998692272288829,0.00129316757844495,13.29
0.998731068025497,0.00129302172445607,13.32
0.998769842168668,0.00129173383016265,13.35
0.998808560980632,0.00128933878976029,13.38
0.998847191769838,0.00128587144772502,13.41
0.998885702888952,0.00128136656939067,13.44
0.998924063732055,0.00127585881246613,13.47
0.998962244731,0.00126938269948972,13.5
0.999000217350956,0.00126197259121752,13.53
0.999037954085164,0.00125366266094166,13.56
0.999075428448942,0.00124448686973376,13.59
0.999112614972958,0.00123447894260825,13.62
0.999149489195801,0.00122367234559935,13.65
0.99918602765588,0.00121210026374528,13.68
0.999222207882676,0.0011997955799721,13.71
0.999258008387372,0.00118679085486957,13.74
0.999293408652889,0.00117311830735051,13.77
0.999328389123361,0.00115880979618455,13.8
0.999362931193059,0.00114389680239712,13.83
0.999397017194811,0.00112841041252333,13.86
0.999430630387922,0.00111238130270671,13.89
0.999463754945636,0.00109583972363156,13.92
0.999496375942157,0.00107881548627794,13.95
0.999528479339255,0.00106133794848745,13.98
0.999560051972477,0.00104343600232778,14.01
0.999591081536998,0.00102513806224365,14.04
0.999621556573121,0.00100647205398136,14.07
0.999651466451463,0.000987465404273988,14.1
0.999680801357836,0.000968145031273771,14.13
0.999709552277856,0.000948537335718215,14.16
0.999737710981299,0.000928668192815961,14.19
0.999765270006219,0.000908562944838399,14.22
0.999792222642862,0.000888246394402709,14.25
0.999818562917378,0.000867742798431859,14.28
0.999844285575373,0.000847075862776909,14.31
0.999869386065303,0.000826268737486813,14.34
0.999893860521736,0.000805344012710767,14.37
0.9999177057485,0.000784323715218063,14.4
0.999940919201741,0.000763229305520261,14.43
0.999963498972897,0.000742081675580446,14.46
0.999985443771612,0.000720901147094236,14.49
1.00000675290861,0.000699707470327188,14.52
1.00002742627856,0.000678519823493156,14.55
1.00004746434286,0.000657356812658193,14.58
1.00006686811255,0.000636236472154556,14.61
1.00008563913112,0.000615176265489325,14.64
1.0001037794574,0.000594193086732259,14.67
1.00012129164855,0.000573303262367494,14.7
1.00013817874304,0.000552522553593688,14.73
1.0001544442437,0.000531866159057376,14.76
1.00017009210096,0.000511348718004263,14.79
1.00018512669604,0.000490984313833351,14.82
1.00019955282441,0.000470786478038798,14.85
1.00021337567924,0.000450768194524591,14.88
1.00022660083506,0.000430941904277175,14.91
1.00023923423155,0.000411319510381318,14.94
1.00025128215748,0.00039191238336462,14.97
1.00026275123483,0.000372731366856216,15
1.00027364840305,0.00035378678354537,15.03
1.00028398090353,0.000335088441425815,15.06
1.00029375626427,0.000316645640311848,15.09
1.00030298228471,0.000298467178612395,15.12
1.00031166702082,0.000280561360349409,15.15
1.00031981877038,0.000262936002407116,15.18
1.00032744605843,0.000245598441998921,15.21
1.00033455762305,0.000228555544338899,15.24
1.0003411624013,0.000211813710504997,15.27
1.00034726951538,0.000195378885481352,15.3
1.00035288825913,0.000179256566367258,15.33
1.00035802808468,0.000163451810740616,15.36
1.0003626985894,0.000147969245163879,15.39
1.00036690950309,0.000132813073820718,15.42
1.00037067067547,0.000117987087271906,15.45
1.00037399206386,0.000103494671319134,15.48
1.00037688372121,8.93388159657094e-05,15.51
1.00037935578435,7.55221244633267e-05,15.54
1.0003814184625,6.20468224343498e-05,15.57
1.00038308202612,4.89147670592763e-05,15.6
1.00038435679596,3.61274563193263e-05,15.63
1.00038525313244,2.36860382843218e-05,15.66
1.0003857814253,1.15913204362946e-05,15.69
1.0003859520835,-1.56220980519463e-07,15.72
1.00038577552544,-1.15564315923441e-05,15.75
1.00038526216945,-2.26094695200152e-05,15.78
1.00038442242453,-3.33157960031785e-05,15.81
1.00038326668143,-4.36761660328739e-05,15.84
1.00038180530394,-5.36916190004983e-05,15.87
1.00038004862053,-6.33634693710197e-05,15.9
1.00037800691624,-7.26932973879791e-05,15.93
1.0003756904248,-8.16829398175345e-05,15.96
1.00037310932114,-9.03344807386598e-05,15.99
1.00037027371405,-9.86502423862758e-05,16.02
1.00036719363919,-0.000106632776053864,16.05
1.00036387905238,-0.000114284853061857,16.08
1.0003603398231,-0.000121609455797908,16.11
1.00035658572829,-0.000128609768834812,16.14
1.00035262644646,-0.000135289170131715,16.17
1.00034847155197,-0.000141651222323869,16.2
1.00034413050963,-0.000147699664106132,16.23
1.00033961266958,-0.000153438401715004,16.26
1.00033492726235,-0.000158871500513882,16.29
1.00033008339422,-0.000164003176685941,16.32
1.00032509004284,-0.000168837789038802,16.35
1.00031995605304,-0.00017337983092496,16.38
1.00031469013296,-0.000177633922281729,16.41
1.0003093008503,-0.000181604801794197,16.44
1.00030379662896,-0.000185297319184548,16.47
1.00029818574573,-0.000188716427630815,16.5
1.0002924763274,-0.000191867176317961,16.53
1.00028667634788,-0.000194754703124008,16.56
1.00028079362574,-0.00019738422744369,16.59
1.00027483582183,-0.000199761043151911,16.62
1.00026881043714,-0.000201890511709166,16.65
1.0002627248109,-0.000203778055410781,16.68
1.00025658611883,-0.000205429150781733,16.71
1.00025040137162,-0.000206849322118617,16.74
1.00024417741361,-0.000208044135180126,16.77
1.00023792092161,-0.00020901919102724,16.8
1.00023163840395,-0.000209780120014166,16.83
1.00022533619967,-0.0002103325759309,16.86
1.00021902047794,-0.00021068223029813,16.89
1.00021269723756,-0.000210834766815034,16.92
1.00020637230673,-0.000210795875960358,16.95
1.00020005134288,-0.00021057124974707,16.98
1.00019373983274,-0.000210166576630653,17.01
1.00018744309247,-0.000209587536571054,17.04
1.00018116626806,-0.000208839796248088,17.07
1.00017491433573,-0.000207929004430037,17.1
1.00016869210256,-0.000206860787495001,17.13
1.00016250420724,-0.000205640745104468,17.16
1.00015635512092,-0.000204274446028431,17.19
1.00015024914821,-0.000202767424121276,17.22
1.00014419042825,-0.000201125174447548,17.25
1.00013818293598,-0.000199353149556644,17.28
1.00013223048344,-0.000197456755905249,17.31
1.00012633672122,-0.000195441350426419,17.34
1.00012050513997,-0.000193312237243919,17.37
1.00011473907205,-0.000191074664530514,17.4
1.00010904169326,-0.000188733821508724,17.43
1.00010341602464,-0.000186294835592458,17.46
1.00009786493437,-0.000183762769667946,17.49
1.00009239113974,-0.00018114261951222,17.52
1.00008699720921,-0.000178439311347413,17.55
1.00008168556452,-0.000175657699528971,17.58
1.00007645848288,-0.000172802564365932,17.61
1.00007131809925,-0.000169878610071262,17.64
1.00006626640861,-0.000166890462840221,17.67
1.00006130526834,-0.000163842669054716,17.7
1.00005643640067,-0.000160739693611454,17.73
1.0000516613951,-0.000157585918371774,17.76
1.00004698171095,-0.000154385640730892,17.79
1.00004239867992,-0.000151143072304317,17.82
1.00003791350863,-0.000147862337729146,17.85
1.00003352728129,-0.000144547473577898,17.88
1.00002924096237,-0.00014120242738252,17.91
1.00002505539922,-0.00013783105676617,17.94
1.00002097132485,-0.000134437128680409,17.97
1.00001698936063,-0.000131024318745265,18
1.00001311001901,-0.000127596210689818,18.03
1.00000933370634,-0.000124156295890766,18.06
1.00000566072562,-0.000120707973006507,18.09
1.00000209127926,-0.000117254547704248,18.12
0.999998625471919,-0.000113799232477603,18.15
0.999995263313273,-0.000110345146552196,18.18
0.99999200472082,-0.000106895315876756,18.21
0.999988849522679,-0.000103452673197145,18.24
0.999985797460381,-0.000100020058210844,18.27
0.999982848191662,-9.66002177993724e-05,18.3
0.999980001293237,-9.31958063361107e-05,18.33
0.999977256263575,-8.98093860670545e-05,18.36
0.999974612525652,-8.64434275619774e-05,18.39
0.999972069429697,-8.31003102335546e-05,18.42
0.999969626255918,-7.97823229219411e-05,18.45
0.999967282217205,-7.64916645423999e-05,18.48
0.999965036461823,-7.32304447934847e-05,18.51
0.999962888076074,-7.00006849234064e-05,18.54
0.99996083608694,-6.68043185521604e-05,18.57
0.999958879464698,-6.36431925470523e-05,18.6
0.999957017125507,-6.05190679492503e-05,18.63
0.999955247933971,-5.74336209490488e-05,18.66
0.999953570705668,-5.43884439075368e-05,18.69
0.999951984209651,-5.13850464223894e-05,18.72
0.999950487170911,-4.8424856435532e-05,18.75
0.999949078272812,-4.55092213804758e-05,18.78
0.999947756159488,-4.26394093671032e-05,18.81
0.999946519438203,-3.98166104017694e-05,18.84
0.999945366681678,-3.70419376405916e-05,18.87
0.999944296430376,-3.43164286738214e-05,18.9
0.99994330719475,-3.16410468392741e-05,18.93
0.999942397457447,-2.9016682562749e-05,18.96
0.999941565675482,-2.6444154723482e-05,18.99
0.999940810282357,-2.392421204267e-05,19.02
0.999940129690147,-2.14575344931704e-05,19.05
0.999939522291543,-1.9044734728476e-05,19.08
0.999938986461846,-1.66863595291451e-05,19.11
0.999938520560924,-1.43828912648753e-05,19.14
0.999938122935123,-1.21347493704958e-05,19.17
0.99993779191913,-9.9422918340986e-06,19.2
